"","x"
"110",0.00613355144900565
"111",0.00619720325501394
"112",0.00626100571741955
"113",0.00632495919280858
"114",0.00638906403861114
"115",0.00645332061310334
"116",0.00651772927540929
"117",0.00658229038550308
"118",0.00664700430421085
"119",0.00671187139321276
"120",0.00677689201504501
"121",0.0068420665331019
"122",0.00690739531163783
"123",0.00697287871576937
"124",0.00703851711147724
"125",0.00710431086560843
"126",0.00717026034587819
"127",0.00723636592087213
"128",0.00730262796004824
"129",0.00736904683373898
"130",0.00743562291315335
"131",0.00750235657037895
"132",0.00756924817838407
"133",0.00763629811101977
"134",0.00770350674302199
"135",0.00777087445001361
"136",0.00783840160850655
"137",0.00790608859590392
"138",0.00797393579050209
"139",0.0080419435714928
"140",0.00811011231896531
"141",0.0081784424139085
"142",0.00824693423821299
"143",0.00831558817467333
"144",0.00838440460699006
"145",0.00845338391977191
"146",0.00852252649853795
"147",0.00859183272971969
"148",0.00866130300066332
"149",0.00873093769963181
"150",0.0088007372158071
"151",0.0088707019392923
"152",0.00894083226111382
"153",0.00901112857322361
"154",0.0090815912685013
"155",0.00915222074075645
"156",0.00922301738473069
"157",0.00929398159609998
"158",0.00936511377147679
"159",0.00943641430841232
"160",0.00950788360539874
"161",0.0095795220618714
"162",0.00965133007821105
"163",0.00972330805574613
"164",0.00979545639675494
"165",0.00986777550446795
"166",0.00994026578307003
"167",0.0100129276377027
"168",0.0100857614744664
"169",0.0101587677004227
"170",0.0102319467235968
"171",0.0103052989529795
"172",0.0103788247985297
"173",0.0104525246711767
"174",0.0105263989828221
"175",0.0106004481463429
"176",0.0106746725755929
"177",0.0107490726854058
"178",0.0108236488915968
"179",0.0108984016109656
"180",0.0109733312612983
"181",0.0110484382613699
"182",0.0111237230309463
"183",0.0111991859907874
"184",0.0112748275626487
"185",0.011350648169284
"186",0.0114266482344478
"187",0.0115028281828973
"188",0.0115791884403954
"189",0.0116557294337125
"190",0.0117324515906293
"191",0.0118093553399388
"192",0.0118864411114491
"193",0.0119637093359854
"194",0.0120411604453928
"195",0.0121187948725384
"196",0.0121966130513139
"197",0.012274615416638
"198",0.0123528024044587
"199",0.012431174451756
"200",0.012509731996544
"201",0.0125884754778737
"202",0.0126674053358352
"203",0.0127465220115601
"204",0.0128258259472244
"205",0.0129053175860505
"206",0.0129849973723097
"207",0.0130648657513253
"208",0.0131449231694742
"209",0.0132251700741899
"210",0.0133056069139651
"211",0.013386234138354
"212",0.0134670521979746
"213",0.0135480615445116
"214",0.013629262630719
"215",0.0137106559104221
"216",0.0137922418385205
"217",0.0138740208709904
"218",0.0139559934648875
"219",0.0140381600783489
"220",0.0141205211705964
"221",0.0142030772019386
"222",0.0142858286337735
"223",0.0143687759285913
"224",0.0144519195499769
"225",0.0145352599626123
"226",0.0146187976322794
"227",0.0147025330258626
"228",0.0147864666113514
"229",0.0148705988578429
"230",0.0149549302355444
"231",0.0150394612157764
"232",0.0151241922709746
"233",0.0152091238746933
"234",0.0152942565016073
"235",0.0153795906275152
"236",0.0154651267293414
"237",0.0155508652851395
"238",0.0156368067740944
"239",0.0157229516765251
"240",0.0158093004738876
"241",0.0158958536487775
"242",0.0159826116849325
"243",0.0160695750672353
"244",0.0161567442817163
"245",0.0162441198155562
"246",0.0163317021570889
"247",0.0164194917958041
"248",0.0165074892223499
"249",0.016595694928536
"250",0.0166841094073359
"251",0.0167727331528901
"252",0.0168615666605085
"253",0.0169506104266735
"254",0.0170398649490425
"255",0.0171293307264509
"256",0.0172190082589147
"257",0.0173088980476333
"258",0.0173990005949927
"259",0.0174893164045676
"260",0.0175798459811249
"261",0.017670589830626
"262",0.0177615484602299
"263",0.0178527223782963
"264",0.0179441120943876
"265",0.0180357181192727
"266",0.0181275409649292
"267",0.0182195811445466
"268",0.018311839172529
"269",0.0184043155644981
"270",0.0184970108372959
"271",0.0185899255089879
"272",0.0186830600988655
"273",0.0187764151274496
"274",0.0188699911164928
"275",0.0189637885889826
"276",0.0190578080691447
"277",0.0191520500824451
"278",0.019246515155594
"279",0.019341203816548
"280",0.0194361165945132
"281",0.0195312540199485
"282",0.0196266166245683
"283",0.0197222049413453
"284",0.019818019504514
"285",0.0199140608495732
"286",0.0200103295132891
"287",0.0201068260336984
"288",0.0202035509501114
"289",0.0203005048031147
"290",0.0203976881345746
"291",0.0204951014876397
"292",0.0205927454067444
"293",0.0206906204376116
"294",0.0207887271272559
"295",0.0208870660239865
"296",0.0209856376774105
"297",0.0210844426384359
"298",0.0211834814592745
"299",0.0212827546934452
"300",0.021382262895777
"301",0.0214820066224122
"302",0.0215819864308092
"303",0.0216822028797461
"304",0.0217826565293235
"305",0.0218833479409674
"306",0.0219842776774331
"307",0.0220854463028075
"308",0.0221868543825129
"309",0.0222885024833096
"310",0.0223903911732996
"311",0.0224925210219295
"312",0.0225948925999936
"313",0.0226975064796373
"314",0.02280036323436
"315",0.0229034634390189
"316",0.0230068076698315
"317",0.0231103965043792
"318",0.0232142305216106
"319",0.0233183103018443
"320",0.0234226364267729
"321",0.0235272094794653
"322",0.0236320300443709
"323",0.0237370987073221
"324",0.0238424160555381
"325",0.0239479826776279
"326",0.0240537991635936
"327",0.024159866104834
"328",0.0242661840941473
"329",0.0243727537257351
"330",0.0244795755952053
"331",0.0245866502995755
"332",0.0246939784372764
"333",0.0248015606081552
"334",0.0249093974134788
"335",0.025017489455937
"336",0.0251258373396466
"337",0.0252344416701538
"338",0.0253433030544383
"339",0.0254524221009165
"340",0.0255617994194445
"341",0.0256714356213223
"342",0.0257813313192966
"343",0.0258914871275642
"344",0.026001903661776
"345",0.0261125815390398
"346",0.0262235213779241
"347",0.0263347237984615
"348",0.0264461894221521
"349",0.0265579188719671
"350",0.0266699127723521
"351",0.0267821717492309
"352",0.0268946964300084
"353",0.0270074874435749
"354",0.0271205454203089
"355",0.0272338709920811
"356",0.0273474647922578
"357",0.0274613274557043
"358",0.0275754596187886
"359",0.0276898619193849
"360",0.027804534996877
"361",0.0279194794921625
"362",0.0280346960476554
"363",0.0281501853072906
"364",0.028265947916527
"365",0.0283819845223511
"366",0.0284982957732809
"367",0.0286148823193694
"368",0.028731744812208
"369",0.0288488839049305
"370",0.0289663002522165
"371",0.0290839945102953
"372",0.0292019673369493
"373",0.0293202193915177
"374",0.0294387513349005
"375",0.0295575638295618
"376",0.0296766575395338
"377",0.0297960331304203
"378",0.0299156912694005
"379",0.0300356326252328
"380",0.0301558578682584
"381",0.0302763676704053
"382",0.0303971627051915
"383",0.0305182436477296
"384",0.0306396111747298
"385",0.030761265964504
"386",0.0308832086969697
"387",0.0310054400536538
"388",0.0311279607176959
"389",0.031250771373853
"390",0.0313738727085024
"391",0.0314972654096463
"392",0.0316209501669152
"393",0.0317449276715717
"394",0.0318691986165149
"395",0.0319937636962837
"396",0.0321186236070607
"397",0.0322437790466768
"398",0.032369230714614
"399",0.0324949793120103
"400",0.0326210255416631
"401",0.0327473701080332
"402",0.0328740137172488
"403",0.0330009570771094
"404",0.0331282008970898
"405",0.0332557458883441
"406",0.0333835927637094
"407",0.0335117422377103
"408",0.0336401950265625
"409",0.0337689518481768
"410",0.0338980134221632
"411",0.0340273804698351
"412",0.034157053714213
"413",0.0342870338800289
"414",0.0344173216937299
"415",0.0345479178834826
"416",0.0346788231791773
"417",0.0348100383124316
"418",0.0349415640165949
"419",0.0350734010267522
"420",0.0352055500797285
"421",0.0353380119140928
"422",0.0354707872701621
"423",0.0356038768900057
"424",0.0357372815174493
"425",0.0358710018980791
"426",0.036005038779246
"427",0.03613939291007
"428",0.0362740650414438
"429",0.0364090559260378
"430",0.0365443663183036
"431",0.0366799969744785
"432",0.0368159486525899
"433",0.0369522221124592
"434",0.0370888181157063
"435",0.0372257374257538
"436",0.0373629808078311
"437",0.0375005490289788
"438",0.0376384428580532
"439",0.0377766630657303
"440",0.03791521042451
"441",0.038054085708721
"442",0.0381932896945243
"443",0.0383328231599184
"444",0.0384726868847429
"445",0.0386128816506834
"446",0.0387534082412757
"447",0.0388942674419098
"448",0.039035460039835
"449",0.0391769868241638
"450",0.0393188485858764
"451",0.0394610461178252
"452",0.0396035802147391
"453",0.0397464516732281
"454",0.0398896612917877
"455",0.0400332098708034
"456",0.040177098212555
"457",0.0403213271212212
"458",0.0404658974028842
"459",0.040610809865534
"460",0.0407560653190732
"461",0.040901664575321
"462",0.0410476084480184
"463",0.0411938977528324
"464",0.0413405333073604
"465",0.0414875159311351
"466",0.041634846445629
"467",0.0417825256742587
"468",0.0419305544423899
"469",0.0420789335773418
"470",0.0422276639083919
"471",0.0423767462667802
"472",0.0425261814857145
"473",0.0426759704003744
"474",0.0428261138479166
"475",0.0429766126674788
"476",0.0431274677001853
"477",0.043278679789151
"478",0.0434302497794864
"479",0.0435821785183022
"480",0.0437344668547143
"481",0.0438871156398482
"482",0.044040125726844
"483",0.044193497970861
"484",0.0443472332290826
"485",0.0445013323607211
"486",0.0446557962270225
"487",0.044810625691271
"488",0.0449658216187943
"489",0.0451213848769684
"490",0.0452773163352219
"491",0.0454336168650415
"492",0.0455902873399766
"493",0.045747328635644
"494",0.0459047416297331
"495",0.0460625272020107
"496",0.046220686234326
"497",0.0463792196106153
"498",0.046538128216907
"499",0.0466974129413268
"500",0.0468570746741024
"501",0.0470171143075686
"502",0.0471775327361723
"503",0.0473383308564772
"504",0.0474995095671695
"505",0.0476610697690621
"506",0.0478230123651001
"507",0.0479853382603659
"508",0.0481480483620841
"509",0.0483111435796264
"510",0.0484746248245171
"511",0.0486384930104379
"512",0.048802749053233
"513",0.0489673938709145
"514",0.049132428383667
"515",0.0492978535138534
"516",0.0494636701860196
"517",0.0496298793268997
"518",0.0497964818654213
"519",0.0499634787327108
"520",0.0501308708620984
"521",0.0502986591891233
"522",0.050466844651539
"523",0.0506354281893189
"524",0.0508044107446606
"525",0.0509737932619924
"526",0.0511435766879775
"527",0.0513137619715199
"528",0.0514843500637695
"529",0.0516553419181277
"530",0.0518267384902521
"531",0.0519985407380626
"532",0.052170749621746
"533",0.0523433661037622
"534",0.0525163911488487
"535",0.0526898257240266
"536",0.052863670798606
"537",0.053037927344191
"538",0.0532125963346854
"539",0.0533876787462983
"540",0.0535631755575492
"541",0.0537390877492736
"542",0.0539154163046286
"543",0.0540921622090985
"544",0.0542693264504998
"545",0.0544469100189873
"546",0.0546249139070592
"547",0.054803339109563
"548",0.0549821866237007
"549",0.0551614574490347
"550",0.0553411525874932
"551",0.0555212730433759
"552",0.0557018198233594
"553",0.0558827939365032
"554",0.056064196394255
"555",0.0562460282104565
"556",0.0564282904013491
"557",0.0566109839855794
"558",0.056794109984205
"559",0.0569776694207006
"560",0.0571616633209628
"561",0.0573460927133167
"562",0.0575309586285213
"563",0.0577162620997753
"564",0.0579020041627227
"565",0.0580881858554589
"566",0.0582748082185364
"567",0.0584618722949703
"568",0.0586493791302447
"569",0.0588373297723181
"570",0.0590257252716293
"571",0.0592145666811037
"572",0.0594038550561584
"573",0.0595935914547088
"574",0.0597837769371743
"575",0.0599744125664842
"576",0.0601654994080834
"577",0.0603570385299388
"578",0.060549031002545
"579",0.0607414778989303
"580",0.0609343802946627
"581",0.0611277392678562
"582",0.0613215558991762
"583",0.0615158312718461
"584",0.0617105664716532
"585",0.0619057625869547
"586",0.0621014207086837
"587",0.0622975419303555
"588",0.0624941273480737
"589",0.0626911780605362
"590",0.0628886951690412
"591",0.0630866797774939
"592",0.063285132992412
"593",0.0634840559229324
"594",0.0636834496808171
"595",0.0638833153804595
"596",0.0640836541388906
"597",0.0642844670757855
"598",0.0644857553134693
"599",0.0646875199769233
"600",0.0648897621937919
"601",0.0650924830943883
"602",0.0652956838117009
"603",0.0654993654814
"604",0.0657035292418436
"605",0.0659081762340845
"606",0.0661133076018758
"607",0.0663189244916779
"608",0.0665250280526648
"609",0.0667316194367304
"610",0.066938699798495
"611",0.0671462702953118
"612",0.0673543320872731
"613",0.0675628863372174
"614",0.0677719342107352
"615",0.0679814768761758
"616",0.0681915155046541
"617",0.0684020512700566
"618",0.0686130853490485
"619",0.0688246189210799
"620",0.0690366531683925
"621",0.0692491892760262
"622",0.0694622284318259
"623",0.069675771826448
"624",0.0698898206533668
"625",0.0701043761088816
"626",0.0703194393921232
"627",0.0705350117050605
"628",0.0707510942525076
"629",0.0709676882421298
"630",0.0711847948844511
"631",0.0714024153928608
"632",0.0716205509836197
"633",0.0718392028758679
"634",0.0720583722916305
"635",0.0722780604558254
"636",0.0724982685962697
"637",0.0727189979436863
"638",0.0729402497317114
"639",0.073162025196901
"640",0.0733843255787378
"641",0.0736071521196382
"642",0.0738305060649594
"643",0.074054388663006
"644",0.0742788011650375
"645",0.0745037448252746
"646",0.0747292209009068
"647",0.0749552306520994
"648",0.075181775342
"649",0.0754088562367462
"650",0.0756364746054722
"651",0.0758646317203163
"652",0.0760933288564277
"653",0.0763225672919736
"654",0.0765523483081467
"655",0.076782673189172
"656",0.0770135432223141
"657",0.0772449596978846
"658",0.0774769239092488
"659",0.0777094371528334
"660",0.0779425007281337
"661",0.0781761159377206
"662",0.0784102840872482
"663",0.0786450064854606
"664",0.0788802844442
"665",0.0791161192784131
"666",0.0793525123061594
"667",0.0795894648486176
"668",0.079826978230094
"669",0.080065053778029
"670",0.0803036928230049
"671",0.0805428966987536
"672",0.0807826667421635
"673",0.0810230042932875
"674",0.0812639106953501
"675",0.0815053872947551
"676",0.0817474354410931
"677",0.0819900564871489
"678",0.0822332517889093
"679",0.0824770227055706
"680",0.0827213705995461
"681",0.0829662968364738
"682",0.0832118027852239
"683",0.0834578898179066
"684",0.0837045593098799
"685",0.0839518126397569
"686",0.0841996511894138
"687",0.0844480763439976
"688",0.0846970894919336
"689",0.0849466920249335
"690",0.0851968853380029
"691",0.0854476708294494
"692",0.0856990499008901
"693",0.0859510239572595
"694",0.0862035944068175
"695",0.0864567626611573
"696",0.086710530135213
"697",0.0869648982472677
"698",0.0872198684189615
"699",0.0874754420752994
"700",0.0877316206446589
"701",0.0879884055587988
"702",0.0882457982528662
"703",0.0885038001654055
"704",0.0887624127383655
"705",0.0890216374171083
"706",0.0892814756504169
"707",0.0895419288905032
"708",0.0898029985930166
"709",0.0900646862170517
"710",0.0903269932251567
"711",0.0905899210833413
"712",0.0908534712610853
"713",0.0911176452313464
"714",0.0913824444705687
"715",0.0916478704586909
"716",0.0919139246791545
"717",0.0921806086189122
"718",0.092447923768436
"719",0.0927158716217258
"720",0.0929844536763176
"721",0.0932536714332918
"722",0.0935235263972819
"723",0.0937940200764824
"724",0.0940651539826578
"725",0.0943369296311505
"726",0.0946093485408898
"727",0.0948824122344
"728",0.095156122237809
"729",0.0954304800808569
"730",0.0957054872969046
"731",0.0959811454229422
"732",0.0962574559995976
"733",0.0965344205711454
"734",0.0968120406855151
"735",0.0970903178943001
"736",0.0973692537527662
"737",0.0976488498198604
"738",0.0979291076582194
"739",0.0982100288341786
"740",0.0984916149177807
"741",0.0987738674827844
"742",0.0990567881066736
"743",0.0993403783706656
"744",0.0996246398597204
"745",0.0999095741625494
"746",0.100195182871624
"747",0.100481467583186
"748",0.100768429897253
"749",0.101056071417633
"750",0.101344393751926
"751",0.10163339851154
"752",0.101923087311697
"753",0.102213461771439
"754",0.102504523513644
"755",0.102796274165029
"756",0.103088715356162
"757",0.103381848721469
"758",0.103675675899246
"759",0.103970198531667
"760",0.10426541826479
"761",0.104561336748573
"762",0.104857955636876
"763",0.105155276587476
"764",0.105453301262071
"765",0.105752031326294
"766",0.106051468449721
"767",0.106351614305878
"768",0.106652470572252
"769",0.106954038930303
"770",0.107256321065466
"771",0.107559318667171
"772",0.107863033428841
"773",0.108167467047913
"774",0.108472621225836
"775",0.108778497668091
"776",0.109085098084191
"777",0.109392424187699
"778",0.109700477696233
"779",0.110009260331474
"780",0.110318773819182
"781",0.110629019889197
"782",0.110940000275458
"783",0.111251716716005
"784",0.111564170952993
"785",0.111877364732699
"786",0.112191299805536
"787",0.112505977926057
"788",0.112821400852969
"789",0.113137570349143
"790",0.113454488181621
"791",0.113772156121627
"792",0.114090575944578
"793",0.114409749430094
"794",0.114729678362006
"795",0.115050364528367
"796",0.115371809721464
"797",0.115694015737823
"798",0.116016984378225
"799",0.116340717447711
"800",0.116665216755597
"801",0.116990484115478
"802",0.117316521345246
"803",0.11764333026709
"804",0.117970912707518
"805",0.118299270497357
"806",0.118628405471768
"807",0.118958319470257
"808",0.119289014336682
"809",0.119620491919268
"810",0.119952754070612
"811",0.120285802647697
"812",0.1206196395119
"813",0.120954266529005
"814",0.121289685569213
"815",0.121625898507148
"816",0.121962907221875
"817",0.122300713596905
"818",0.122639319520205
"819",0.122978726884215
"820",0.123318937585849
"821",0.123659953526515
"822",0.12400177661212
"823",0.124344408753081
"824",0.124687851864338
"825",0.125032107865363
"826",0.125377178680171
"827",0.125723066237332
"828",0.126069772469979
"829",0.126417299315822
"830",0.126765648717156
"831",0.127114822620874
"832",0.127464822978478
"833",0.127815651746086
"834",0.128167310884449
"835",0.128519802358958
"836",0.128873128139655
"837",0.129227290201245
"838",0.129582290523108
"839",0.129938131089308
"840",0.130294813888605
"841",0.130652340914467
"842",0.131010714165079
"843",0.131369935643357
"844",0.131730007356957
"845",0.132090931318286
"846",0.132452709544515
"847",0.13281534405759
"848",0.133178836884242
"849",0.133543190055999
"850",0.133908405609197
"851",0.134274485584992
"852",0.134641432029373
"853",0.135009246993168
"854",0.135377932532063
"855",0.135747490706606
"856",0.136117923582225
"857",0.136489233229235
"858",0.136861421722851
"859",0.137234491143201
"860",0.137608443575335
"861",0.13798328110924
"862",0.138359005839848
"863",0.138735619867051
"864",0.139113125295708
"865",0.139491524235665
"866",0.139870818801756
"867",0.140251011113827
"868",0.140632103296735
"869",0.14101409748037
"870",0.141396995799664
"871",0.141780800394599
"872",0.142165513410224
"873",0.142551136996665
"874",0.142937673309137
"875",0.143325124507956
"876",0.14371349275855
"877",0.144102780231476
"878",0.144492989102424
"879",0.144884121552236
"880",0.145276179766915
"881",0.14566916593764
"882",0.146063082260773
"883",0.146457930937877
"884",0.146853714175725
"885",0.147250434186314
"886",0.147648093186874
"887",0.148046693399886
"888",0.148446237053089
"889",0.148846726379497
"890",0.149248163617408
"891",0.149650551010417
"892",0.150053890807431
"893",0.150458185262679
"894",0.150863436635725
"895",0.151269647191483
"896",0.151676819200225
"897",0.1520849549376
"898",0.15249405668464
"899",0.152904126727776
"900",0.153315167358855
"901",0.153727180875142
"902",0.154140169579345
"903",0.15455413577962
"904",0.154969081789584
"905",0.155385009928335
"906",0.155801922520455
"907",0.156219821896031
"908",0.156638710390665
"909",0.157058590345486
"910",0.157479464107164
"911",0.157901334027925
"912",0.158324202465559
"913",0.158748071783442
"914",0.159172944350538
"915",0.159598822541423
"916",0.16002570873629
"917",0.160453605320967
"918",0.160882514686929
"919",0.161312439231311
"920",0.161743381356921
"921",0.162175343472256
"922",0.162608327991513
"923",0.163042337334602
"924",0.163477373927162
"925",0.163913440200572
"926",0.164350538591966
"927",0.164788671544249
"928",0.165227841506103
"929",0.165668050932011
"930",0.166109302282262
"931",0.16655159802297
"932",0.166994940626084
"933",0.167439332569407
"934",0.167884776336603
"935",0.168331274417218
"936",0.168778829306687
"937",0.169227443506355
"938",0.169677119523485
"939",0.170127859871275
"940",0.170579667068872
"941",0.171032543641384
"942",0.171486492119897
"943",0.171941515041487
"944",0.172397614949237
"945",0.172854794392246
"946",0.173313055925648
"947",0.173772402110626
"948",0.174232835514422
"949",0.174694358710357
"950",0.175156974277842
"951",0.175620684802393
"952",0.176085492875646
"953",0.176551401095369
"954",0.177018412065482
"955",0.177486528396065
"956",0.177955752703379
"957",0.178426087609875
"958",0.178897535744211
"959",0.179370099741267
"960",0.179843782242162
"961",0.180318585894262
"962",0.180794513351202
"963",0.181271567272897
"964",0.181749750325557
"965",0.182229065181704
"966",0.182709514520184
"967",0.183191101026185
"968",0.183673827391249
"969",0.184157696313291
"970",0.184642710496608
"971",0.185128872651901
"972",0.185616185496285
"973",0.186104651753308
"974",0.186594274152962
"975",0.187085055431702
"976",0.18757699833246
"977",0.188070105604659
"978",0.188564380004231
"979",0.18905982429363
"980",0.189556441241849
"981",0.190054233624434
"982",0.190553204223502
"983",0.191053355827753
"984",0.191554691232488
"985",0.192057213239626
"986",0.192560924657716
"987",0.193065828301954
"988",0.193571926994201
"989",0.194079223562996
"990",0.194587720843573
"991",0.195097421677877
"992",0.195608328914579
"993",0.196120445409093
"994",0.19663377402359
"995",0.197148317627018
"996",0.197664079095113
"997",0.198181061310419
"998",0.198699267162302
"999",0.199218699546967
"1000",0.199739361367474
